Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
6249 Meadow Lake Ln,Houston,TX,77057,2500000.0,5.0,6.0,5012.0,7884.36,SINGLE_FAMILY
4922 Paradise Ln,Houston,TX,77048,205000.0,4.0,2.0,1320.0,6050.484,SINGLE_FAMILY
11535 Bellspring Dr,Houston,TX,77072,298900.0,3.0,2.0,1505.0,4064.148,SINGLE_FAMILY
6707 Parker Oaks Ln,Houston,TX,77076,335000.0,4.0,3.0,1848.0,1925.352,SINGLE_FAMILY
1023 W 31st St,Houston,TX,77018,419000.0,3.0,2.0,1380.0,6943.464,SINGLE_FAMILY
1658 Beaconshire Rd,Houston,TX,77077,375000.0,4.0,3.0,2661.0,5222.844,SINGLE_FAMILY
0 Betty Joyce Ln,Humble,TX,77338,425000.0,,0.0,,2.46,LOT
10417 Pelham Crescent Ct,Houston,TX,77051,324990.0,4.0,3.0,2054.0,3105.0,SINGLE_FAMILY
4919 Spring Showers Ct,Houston,TX,77084,340000.0,4.0,3.0,2837.0,6594.984,SINGLE_FAMILY
1913 W Lamar St,Houston,TX,77019,645000.0,5.0,3.0,2632.0,5000.688,MULTI_FAMILY
1119 Watson Crossing Way,Houston,TX,77067,199900.0,3.0,2.0,1258.0,3998.808,SINGLE_FAMILY
2613 Milwaukee St,Houston,TX,77026,245000.0,3.0,4.0,1352.0,6298.776,SINGLE_FAMILY
110 Amundsen St,Houston,TX,77009,425000.0,3.0,2.0,2006.0,5000.688,SINGLE_FAMILY
6489 Creekbend Dr #155,Houston,TX,77096,170000.0,3.0,2.0,1656.0,1788.0,TOWNHOUSE
10114 Sussex Ln,Houston,TX,77041,139999.0,0.0,0.0,0.0,8712.0,LOT
2915 Newington Ln,Houston,TX,77047,345000.0,3.0,2.0,1672.0,5797.836,SINGLE_FAMILY
12317 Basilwood Dr,Houston,TX,77047,336475.0,4.0,3.0,2054.0,3255.0,SINGLE_FAMILY
1918 Potomac Dr APT B,Houston,TX,77057,795000.0,3.0,4.0,3572.0,2702.0,TOWNHOUSE
1011 W Gardner St,Houston,TX,77009,949000.0,3.0,2.0,1900.0,5000.688,SINGLE_FAMILY
2930 Crown Gate Dr,Houston,TX,77047,334990.0,4.0,3.0,2054.0,3256.0,SINGLE_FAMILY
1042 Marcolin St,Houston,TX,77088,140000.0,3.0,2.0,1460.0,0.2665,SINGLE_FAMILY
12309 Basilwood Dr,Houston,TX,77047,323990.0,3.0,3.0,1820.0,3257.0,SINGLE_FAMILY
12311 Basilwood Dr,Houston,TX,77047,324990.0,3.0,3.0,1820.0,3256.0,SINGLE_FAMILY
6626 Vickie Springs Ln,Houston,TX,77086,250000.0,3.0,2.0,1724.0,7875.648,SINGLE_FAMILY
12315 Basilwood Dr,Houston,TX,77047,329960.0,3.0,3.0,1913.0,3255.0,SINGLE_FAMILY
6327 Micollet St #1,Houston,TX,77016,55000.0,,0.0,,,LOT
0 Acorn Ln,Kingwood,TX,77345,199990.0,,0.0,,0.4362,LOT
26937 Carriage Manor Ln,Humble,TX,77339,289900.0,4.0,2.0,1975.0,5889.312,SINGLE_FAMILY
16939 Sangiovese Dr,Houston,TX,77090,258990.0,3.0,2.0,1396.0,4600.0,SINGLE_FAMILY
4409 E Hoa Sen Cir,Houston,TX,77072,279000.0,2.0,3.0,1359.0,,TOWNHOUSE
1211 Jackson Blvd APT D,Houston,TX,77006,285000.0,2.0,3.0,1106.0,,CONDO
847 Rockbrook Dr,Houston,TX,77015,285000.0,3.0,2.0,1390.0,0.3275,SINGLE_FAMILY
331 Surratt Dr,Houston,TX,77091,220000.0,3.0,1.0,1465.0,6298.776,SINGLE_FAMILY
7827 Fairdale Ln,Houston,TX,77063,900000.0,3.0,3.0,2979.0,0.3468778696051423,SINGLE_FAMILY
Address,City,State,Zipcode,Price,Bedrooms,Bathrooms,Living Area,Lot Area,Type
1 Example St,Houston,TX,77000,208500,3,2.5,1710,0.19398530762167127,SINGLE_FAMILY
2 Example St,Houston,TX,77000,181500,3,2.0,1262,0.22038567493112948,SINGLE_FAMILY
3 Example St,Houston,TX,77000,223500,3,2.5,1786,0.25826446280991733,SINGLE_FAMILY
4 Example St,Houston,TX,77000,140000,3,1.0,1717,0.21923783287419651,SINGLE_FAMILY
5 Example St,Houston,TX,77000,250000,4,2.5,2198,0.3273645546372819,SINGLE_FAMILY
6 Example St,Houston,TX,77000,143000,1,1.5,1362,0.3240358126721763,SINGLE_FAMILY
7 Example St,Houston,TX,77000,307000,3,2.0,1694,0.23149678604224058,SINGLE_FAMILY
8 Example St,Houston,TX,77000,200000,3,2.5,2090,0.23833792470156107,SINGLE_FAMILY
9 Example St,Houston,TX,77000,129900,2,2.0,1774,0.14049586776859505,SINGLE_FAMILY
10 Example St,Houston,TX,77000,118000,2,1.0,1077,0.17033976124885217,MULTI_FAMILY
11 Example St,Houston,TX,77000,129500,3,1.0,1040,0.2571166207529844,SINGLE_FAMILY
12 Example St,Houston,TX,77000,345000,4,3.0,2324,0.2737373737373737,SINGLE_FAMILY
13 Example St,Houston,TX,77000,144000,2,1.0,912,0.29770431588613405,SINGLE_FAMILY
14 Example St,Houston,TX,77000,279500,3,2.0,1494,0.2445362718089991,SINGLE_FAMILY
15 Example St,Houston,TX,77000,157000,2,1.5,1253,0.25068870523415976,SINGLE_FAMILY
16 Example St,Houston,TX,77000,132000,2,1.0,854,0.14049586776859505,SINGLE_FAMILY
17 Example St,Houston,TX,77000,149000,2,1.0,1004,0.2580578512396694,SINGLE_FAMILY
18 Example St,Houston,TX,77000,90000,2,2.0,1296,0.24772727272727274,MULTI_FAMILY
19 Example St,Houston,TX,77000,159000,3,1.5,1114,0.3143939393939394,SINGLE_FAMILY
20 Example St,Houston,TX,77000,139000,3,1.0,1339,0.17355371900826447,SINGLE_FAMILY
21 Example St,Houston,TX,77000,325300,4,3.5,2376,0.32633149678604223,SINGLE_FAMILY
22 Example St,Houston,TX,77000,139400,3,1.0,1108,0.17100550964187328,SINGLE_FAMILY
23 Example St,Houston,TX,77000,230000,3,2.0,1795,0.2236455463728191,SINGLE_FAMILY
24 Example St,Houston,TX,77000,129900,3,1.0,1060,0.09696969696969697,TOWNHOUSE
25 Example St,Houston,TX,77000,154000,3,1.0,1060,0.18930211202938477,SINGLE_FAMILY
26 Example St,Houston,TX,77000,256300,3,2.0,1600,0.3266758494031221,SINGLE_FAMILY
27 Example St,Houston,TX,77000,134800,3,1.0,900,0.1652892561983471,SINGLE_FAMILY
28 Example St,Houston,TX,77000,306000,3,2.0,1704,0.26349862258953166,SINGLE_FAMILY
29 Example St,Houston,TX,77000,207500,2,1.0,1600,0.37467860422405874,SINGLE_FAMILY
30 Example St,Houston,TX,77000,68500,1,1.0,520,0.14517906336088154,SINGLE_FAMILY
31 Example St,Houston,TX,77000,40000,3,1.0,1317,0.19513314967860423,SINGLE_FAMILY
32 Example St,Houston,TX,77000,149350,3,1.5,1228,0.19614325068870522,SINGLE_FAMILY
33 Example St,Houston,TX,77000,179900,3,2.0,1234,0.25365013774104683,SINGLE_FAMILY
34 Example St,Houston,TX,77000,165500,4,1.5,1700,0.24224058769513315,SINGLE_FAMILY
35 Example St,Houston,TX,77000,277500,2,2.0,1561,0.1678833792470156,TOWNHOUSE
36 Example St,Houston,TX,77000,309000,4,3.5,2452,0.30803489439853077,SINGLE_FAMILY
37 Example St,Houston,TX,77000,145000,3,1.5,1097,0.24928833792470156,SINGLE_FAMILY
38 Example St,Houston,TX,77000,153000,3,1.0,1297,0.19586776859504132,SINGLE_FAMILY
39 Example St,Houston,TX,77000,109000,3,1.0,1057,0.18186409550045915,SINGLE_FAMILY
40 Example St,Houston,TX,77000,82000,2,2.0,1152,0.1386593204775023,MULTI_FAMILY
41 Example St,Houston,TX,77000,160000,3,2.0,1324,0.1987603305785124,SINGLE_FAMILY
42 Example St,Houston,TX,77000,170000,2,1.5,1328,0.3880853994490358,SINGLE_FAMILY
43 Example St,Houston,TX,77000,144000,2,1.0,884,0.21074380165289255,SINGLE_FAMILY
44 Example St,Houston,TX,77000,130250,3,1.0,938,0.21120293847566574,SINGLE_FAMILY
45 Example St,Houston,TX,77000,141000,3,1.0,1150,0.1823921028466483,SINGLE_FAMILY
46 Example St,Houston,TX,77000,319900,2,2.0,1752,0.17580348943985308,TOWNHOUSE
47 Example St,Houston,TX,77000,239686,1,1.5,2149,0.2943526170798898,SINGLE_FAMILY
48 Example St,Houston,TX,77000,249700,3,2.0,1656,0.2547291092745638,SINGLE_FAMILY
49 Example St,Houston,TX,77000,113000,2,2.0,1452,0.10229568411386593,MULTI_FAMILY
50 Example St,Houston,TX,77000,127000,3,1.0,955,0.17773186409550046,SINGLE_FAMILY
51 Example St,Houston,TX,77000,177000,3,2.0,1470,0.3183884297520661,SINGLE_FAMILY
52 Example St,Houston,TX,77000,114500,3,1.0,1176,0.14325068870523416,SINGLE_FAMILY
53 Example St,Houston,TX,77000,110000,2,1.0,816,0.19449035812672177,MULTI_FAMILY
54 Example St,Houston,TX,77000,385000,0,0.5,1842,1.1540633608815427,SINGLE_FAMILY
55 Example St,Houston,TX,77000,130000,3,1.0,1360,0.1637741046831956,SINGLE_FAMILY
56 Example St,Houston,TX,77000,180500,3,2.0,1425,0.2335858585858586,SINGLE_FAMILY
57 Example St,Houston,TX,77000,172500,3,2.5,1739,0.0607208448117539,TOWNHOUSE
58 Example St,Houston,TX,77000,196500,3,2.5,1720,0.2673324150596878,SINGLE_FAMILY
59 Example St,Houston,TX,77000,438780,3,3.5,2945,0.3140955004591368,SINGLE_FAMILY
60 Example St,Houston,TX,77000,124900,2,1.0,780,0.1652892561983471,SINGLE_FAMILY
61 Example St,Houston,TX,77000,158000,3,1.5,1158,0.30009182736455464,SINGLE_FAMILY
62 Example St,Houston,TX,77000,101000,3,1.0,1111,0.1652892561983471,SINGLE_FAMILY
63 Example St,Houston,TX,77000,202500,2,2.0,1370,0.14788797061524334,TOWNHOUSE
64 Example St,Houston,TX,77000,140000,3,2.0,1710,0.236455463728191,SINGLE_FAMILY
65 Example St,Houston,TX,77000,219500,3,2.5,2034,0.21522038567493113,SINGLE_FAMILY
66 Example St,Houston,TX,77000,317000,4,2.5,2473,0.22017906336088156,SINGLE_FAMILY
67 Example St,Houston,TX,77000,180000,3,2.0,2207,0.45684113865932047,SINGLE_FAMILY
68 Example St,Houston,TX,77000,226000,3,2.0,1479,0.24483471074380164,SINGLE_FAMILY
69 Example St,Houston,TX,77000,80000,2,1.0,747,0.10578512396694215,SINGLE_FAMILY
70 Example St,Houston,TX,77000,225000,3,2.0,2287,0.3579660238751148,SINGLE_FAMILY
71 Example St,Houston,TX,77000,244000,3,2.0,2223,0.3133838383838384,SINGLE_FAMILY
72 Example St,Houston,TX,77000,129500,2,1.0,845,0.17444903581267218,SINGLE_FAMILY
73 Example St,Houston,TX,77000,185000,3,2.5,1718,0.23280532598714418,SINGLE_FAMILY
74 Example St,Houston,TX,77000,144900,3,1.0,1086,0.23415977961432508,SINGLE_FAMILY
75 Example St,Houston,TX,77000,107400,3,2.0,1605,0.13292011019283748,SINGLE_FAMILY
76 Example St,Houston,TX,77000,91000,2,1.0,988,0.03663911845730027,TOWNHOUSE
77 Example St,Houston,TX,77000,135750,2,1.0,952,0.19455922865013775,SINGLE_FAMILY
78 Example St,Houston,TX,77000,127000,2,1.0,1285,0.19823232323232323,SINGLE_FAMILY
79 Example St,Houston,TX,77000,136500,4,2.0,1768,0.24742883379247016,MULTI_FAMILY
80 Example St,Houston,TX,77000,110000,2,1.5,1230,0.2396694214876033,SINGLE_FAMILY
81 Example St,Houston,TX,77000,193500,4,2.5,2142,0.29843893480257117,SINGLE_FAMILY
82 Example St,Houston,TX,77000,153500,2,2.0,1337,0.10330578512396695,TOWNHOUSE
83 Example St,Houston,TX,77000,245000,3,2.0,1563,0.23429752066115703,SINGLE_FAMILY
84 Example St,Houston,TX,77000,126500,3,1.5,1065,0.20413223140495868,SINGLE_FAMILY
85 Example St,Houston,TX,77000,168500,3,2.5,1474,0.195821854912764,SINGLE_FAMILY
86 Example St,Houston,TX,77000,260000,4,2.5,2417,0.36866391184573005,SINGLE_FAMILY
87 Example St,Houston,TX,77000,174000,3,2.5,1560,0.27343893480257114,SINGLE_FAMILY
88 Example St,Houston,TX,77000,164500,2,2.5,1224,0.09070247933884297,TOWNHOUSE
89 Example St,Houston,TX,77000,85000,2,1.0,1526,0.19444444444444445,SINGLE_FAMILY
90 Example St,Houston,TX,77000,123600,3,1.0,990,0.18526170798898073,SINGLE_FAMILY
91 Example St,Houston,TX,77000,109900,2,1.0,1040,0.1652892561983471,SINGLE_FAMILY
92 Example St,Houston,TX,77000,98600,2,1.0,1235,0.19513314967860423,SINGLE_FAMILY
93 Example St,Houston,TX,77000,163500,2,1.0,964,0.30670339761248855,SINGLE_FAMILY
94 Example St,Houston,TX,77000,133900,4,2.0,2291,0.1652892561983471,MULTI_FAMILY
95 Example St,Houston,TX,77000,204750,3,2.5,1786,0.2143480257116621,SINGLE_FAMILY
96 Example St,Houston,TX,77000,185000,3,2.5,1470,0.22417355371900827,SINGLE_FAMILY
97 Example St,Houston,TX,77000,214000,3,2.0,1588,0.23562901744719927,SINGLE_FAMILY
98 Example St,Houston,TX,77000,94750,3,1.0,960,0.25071166207529844,SINGLE_FAMILY
99 Example St,Houston,TX,77000,83000,2,1.0,835,0.24391643709825528,SINGLE_FAMILY
100 Example St,Houston,TX,77000,128950,3,1.5,1225,0.21395775941230485,SINGLE_FAMILY
101 Example St,Houston,TX,77000,205000,3,2.0,1610,0.24341138659320477,SINGLE_FAMILY
102 Example St,Houston,TX,77000,178000,3,2.5,1732,0.21134067952249772,SINGLE_FAMILY
103 Example St,Houston,TX,77000,118964,4,2.0,1535,0.16111111111111112,MULTI_FAMILY
104 Example St,Houston,TX,77000,198900,3,2.0,1226,0.23879706152433425,SINGLE_FAMILY
105 Example St,Houston,TX,77000,169500,4,1.5,1818,0.17809917355371901,SINGLE_FAMILY
106 Example St,Houston,TX,77000,250000,3,2.5,1992,0.21522038567493113,SINGLE_FAMILY
107 Example St,Houston,TX,77000,100000,2,1.0,1047,0.24793388429752067,SINGLE_FAMILY
108 Example St,Houston,TX,77000,115000,2,1.0,789,0.13774104683195593,SINGLE_FAMILY
109 Example St,Houston,TX,77000,115000,3,2.0,1517,0.19513314967860423,SINGLE_FAMILY
110 Example St,Houston,TX,77000,190000,3,2.0,1844,0.2697658402203857,SINGLE_FAMILY
111 Example St,Houston,TX,77000,136900,4,2.0,1855,0.21866391184573003,SINGLE_FAMILY
112 Example St,Houston,TX,77000,180000,3,2.5,1430,0.17791551882460974,SINGLE_FAMILY
113 Example St,Houston,TX,77000,383970,4,2.5,2696,0.22876492194674014,SINGLE_FAMILY
114 Example St,Houston,TX,77000,217000,3,2.0,2259,0.4820936639118457,SINGLE_FAMILY
115 Example St,Houston,TX,77000,259500,3,2.5,2320,0.166643709825528,SINGLE_FAMILY
116 Example St,Houston,TX,77000,176000,2,2.5,1458,0.07415059687786961,TOWNHOUSE
117 Example St,Houston,TX,77000,139000,3,1.0,1092,0.26666666666666666,SINGLE_FAMILY
118 Example St,Houston,TX,77000,155000,2,1.5,1125,0.19595959595959597,SINGLE_FAMILY
119 Example St,Houston,TX,77000,320000,5,3.0,3222,0.28411386593204774,SINGLE_FAMILY
120 Example St,Houston,TX,77000,163990,3,2.5,1456,0.19423783287419652,SINGLE_FAMILY
121 Example St,Houston,TX,77000,180000,1,1.0,988,0.4924931129476584,SINGLE_FAMILY
122 Example St,Houston,TX,77000,100000,3,1.0,1123,0.13911845730027547,SINGLE_FAMILY
123 Example St,Houston,TX,77000,136000,3,1.0,1080,0.2172635445362718,SINGLE_FAMILY
124 Example St,Houston,TX,77000,153900,2,2.0,1199,0.18117539026629936,TOWNHOUSE
125 Example St,Houston,TX,77000,181000,3,2.0,1586,0.3912534435261708,SINGLE_FAMILY
126 Example St,Houston,TX,77000,84500,2,1.0,754,0.15564738292011018,MULTI_FAMILY
127 Example St,Houston,TX,77000,128000,2,2.0,958,0.11313131313131314,TOWNHOUSE
128 Example St,Houston,TX,77000,87000,3,1.0,840,0.1007346189164371,SINGLE_FAMILY
129 Example St,Houston,TX,77000,155000,3,1.5,1348,0.17424242424242425,SINGLE_FAMILY
130 Example St,Houston,TX,77000,150000,3,1.5,1053,0.20599173553719008,SINGLE_FAMILY
131 Example St,Houston,TX,77000,226000,4,2.5,2157,0.32598714416896235,SINGLE_FAMILY
132 Example St,Houston,TX,77000,244000,3,2.5,2054,0.28062442607897153,SINGLE_FAMILY
133 Example St,Houston,TX,77000,150750,3,1.0,1327,0.16960514233241505,SINGLE_FAMILY
134 Example St,Houston,TX,77000,220000,2,2.0,1296,0.15732323232323234,SINGLE_FAMILY
135 Example St,Houston,TX,77000,180000,3,2.5,1721,0.23725895316804407,SINGLE_FAMILY
136 Example St,Houston,TX,77000,174000,3,2.0,1682,0.23875114784205692,SINGLE_FAMILY
137 Example St,Houston,TX,77000,143000,3,2.0,1214,0.23771808999081726,SINGLE_FAMILY
138 Example St,Houston,TX,77000,171000,5,3.0,1959,0.25413223140495866,MULTI_FAMILY
139 Example St,Houston,TX,77000,230000,3,2.5,1852,0.2081267217630854,SINGLE_FAMILY
140 Example St,Houston,TX,77000,231500,3,2.5,1764,0.3541322314049587,SINGLE_FAMILY
141 Example St,Houston,TX,77000,115000,3,1.0,864,0.24104683195592286,SINGLE_FAMILY
142 Example St,Houston,TX,77000,260000,3,2.0,1734,0.2673324150596878,SINGLE_FAMILY
143 Example St,Houston,TX,77000,166000,4,2.0,1385,0.19559228650137742,SINGLE_FAMILY
144 Example St,Houston,TX,77000,204000,3,2.0,1501,0.23725895316804407,SINGLE_FAMILY
145 Example St,Houston,TX,77000,125000,6,2.0,1728,0.20890725436179983,MULTI_FAMILY
146 Example St,Houston,TX,77000,130000,3,2.0,1709,0.05789715335169881,TOWNHOUSE
147 Example St,Houston,TX,77000,105000,2,1.0,875,0.14049586776859505,SINGLE_FAMILY
148 Example St,Houston,TX,77000,222500,3,2.5,2035,0.21820477502295685,SINGLE_FAMILY
149 Example St,Houston,TX,77000,141000,3,1.0,1080,0.1721763085399449,SINGLE_FAMILY
150 Example St,Houston,TX,77000,115000,3,1.0,1344,0.14325068870523416,SINGLE_FAMILY
151 Example St,Houston,TX,77000,122000,3,1.5,969,0.23774104683195593,SINGLE_FAMILY
152 Example St,Houston,TX,77000,372402,2,2.0,1710,0.3188934802571166,SINGLE_FAMILY
153 Example St,Houston,TX,77000,190000,4,2.5,1993,0.33983011937557395,SINGLE_FAMILY
154 Example St,Houston,TX,77000,235000,1,1.0,1252,0.30991735537190085,SINGLE_FAMILY
155 Example St,Houston,TX,77000,125000,4,1.0,1200,0.2603305785123967,SINGLE_FAMILY
156 Example St,Houston,TX,77000,79000,2,1.0,1096,0.22038567493112948,SINGLE_FAMILY
157 Example St,Houston,TX,77000,109500,2,1.0,1040,0.1652892561983471,SINGLE_FAMILY
158 Example St,Houston,TX,77000,269500,4,2.5,1968,0.27555096418732783,SINGLE_FAMILY
159 Example St,Houston,TX,77000,254900,3,2.5,1947,0.2881542699724518,SINGLE_FAMILY
160 Example St,Houston,TX,77000,320000,4,2.5,2462,0.44485766758494033,SINGLE_FAMILY
161 Example St,Houston,TX,77000,162500,3,2.0,1232,0.25528007346189163,SINGLE_FAMILY
162 Example St,Houston,TX,77000,412500,3,2.5,2668,0.31423324150596876,SINGLE_FAMILY
163 Example St,Houston,TX,77000,220000,3,2.0,1541,0.2796602387511478,SINGLE_FAMILY
164 Example St,Houston,TX,77000,103200,1,1.0,882,0.12626262626262627,SINGLE_FAMILY
165 Example St,Houston,TX,77000,152000,3,2.0,1616,0.12396694214876033,SINGLE_FAMILY
166 Example St,Houston,TX,77000,127500,4,2.0,1355,0.2320018365472911,MULTI_FAMILY
167 Example St,Houston,TX,77000,190000,2,1.0,1867,0.245821854912764,SINGLE_FAMILY
168 Example St,Houston,TX,77000,325624,3,1.5,2161,0.24247015610651973,SINGLE_FAMILY
169 Example St,Houston,TX,77000,183500,3,2.5,1720,0.18925619834710744,SINGLE_FAMILY
170 Example St,Houston,TX,77000,228000,2,2.5,1707,0.3826675849403122,SINGLE_FAMILY
171 Example St,Houston,TX,77000,128500,2,1.5,1382,0.2837006427915519,SINGLE_FAMILY
172 Example St,Houston,TX,77000,215000,3,1.0,1656,0.7293388429752066,SINGLE_FAMILY
173 Example St,Houston,TX,77000,239000,2,2.0,1767,0.12180899908172635,TOWNHOUSE
174 Example St,Houston,TX,77000,163000,3,1.5,1362,0.2340909090909091,SINGLE_FAMILY
175 Example St,Houston,TX,77000,184000,3,2.0,1651,0.2850321395775941,SINGLE_FAMILY
176 Example St,Houston,TX,77000,243000,4,2.0,2158,0.28960055096418735,SINGLE_FAMILY
177 Example St,Houston,TX,77000,211000,4,2.5,2060,0.2302341597796143,SINGLE_FAMILY
178 Example St,Houston,TX,77000,172500,4,2.0,1920,0.3133608815426997,SINGLE_FAMILY
179 Example St,Houston,TX,77000,501837,1,2.0,2234,0.39997704315886135,SINGLE_FAMILY
180 Example St,Houston,TX,77000,100000,2,1.0,968,0.19559228650137742,SINGLE_FAMILY
181 Example St,Houston,TX,77000,177000,3,2.5,1525,0.04859963269054178,TOWNHOUSE
182 Example St,Houston,TX,77000,200100,4,1.5,1802,0.17419651056014693,SINGLE_FAMILY
183 Example St,Houston,TX,77000,120000,3,1.0,1340,0.20798898071625344,SINGLE_FAMILY
184 Example St,Houston,TX,77000,200000,3,2.5,2082,0.2623048668503214,SINGLE_FAMILY
185 Example St,Houston,TX,77000,127000,3,1.0,1252,0.17075298438934802,SINGLE_FAMILY
186 Example St,Houston,TX,77000,475000,4,2.5,3608,0.5268595041322314,SINGLE_FAMILY
187 Example St,Houston,TX,77000,173000,3,2.0,1217,0.22835169880624426,SINGLE_FAMILY
188 Example St,Houston,TX,77000,135000,3,2.5,1656,0.23898071625344353,SINGLE_FAMILY
189 Example St,Houston,TX,77000,153337,2,1.0,1224,0.16111111111111112,MULTI_FAMILY
190 Example St,Houston,TX,77000,286000,0,1.5,1593,0.11301652892561984,TOWNHOUSE
191 Example St,Houston,TX,77000,315000,3,2.5,2727,0.242653810835629,SINGLE_FAMILY
192 Example St,Houston,TX,77000,184000,4,1.5,1479,0.17153351698806243,SINGLE_FAMILY
193 Example St,Houston,TX,77000,192000,3,2.0,1431,0.2070018365472911,SINGLE_FAMILY
194 Example St,Houston,TX,77000,130000,3,2.0,1709,0.05789715335169881,TOWNHOUSE
195 Example St,Houston,TX,77000,127000,3,1.0,864,0.16483011937557393,SINGLE_FAMILY
196 Example St,Houston,TX,77000,148500,3,2.5,1456,0.05234159779614325,TOWNHOUSE
197 Example St,Houston,TX,77000,311872,3,2.0,1726,0.21616161616161617,SINGLE_FAMILY
198 Example St,Houston,TX,77000,235000,4,2.0,3112,0.5835399449035813,SINGLE_FAMILY
199 Example St,Houston,TX,77000,104000,5,1.0,2229,0.12672176308539945,SINGLE_FAMILY
200 Example St,Houston,TX,77000,274900,3,2.0,1713,0.22017906336088156,SINGLE_FAMILY
201 Example St,Houston,TX,77000,140000,2,2.0,1121,0.19618916437098255,SINGLE_FAMILY
202 Example St,Houston,TX,77000,171500,3,2.0,1279,0.23243801652892562,SINGLE_FAMILY
203 Example St,Houston,TX,77000,112000,2,2.0,1310,0.16069788797061524,SINGLE_FAMILY
204 Example St,Houston,TX,77000,149000,1,1.0,848,0.10188246097337006,TOWNHOUSE
205 Example St,Houston,TX,77000,110000,2,1.5,1284,0.08034894398530762,SINGLE_FAMILY
206 Example St,Houston,TX,77000,180500,3,2.0,1442,0.2720615243342516,SINGLE_FAMILY
207 Example St,Houston,TX,77000,143900,3,1.5,1696,0.3138888888888889,SINGLE_FAMILY
208 Example St,Houston,TX,77000,141000,3,1.0,1100,0.2867998163452709,SINGLE_FAMILY
209 Example St,Houston,TX,77000,277000,3,2.5,2062,0.32975206611570246,SINGLE_FAMILY
210 Example St,Houston,TX,77000,145000,3,1.0,1092,0.1893939393939394,SINGLE_FAMILY
211 Example St,Houston,TX,77000,98000,2,1.0,864,0.12865013774104683,SINGLE_FAMILY
212 Example St,Houston,TX,77000,186000,3,2.0,1212,0.23921028466483013,SINGLE_FAMILY
213 Example St,Houston,TX,77000,252678,3,2.5,1852,0.19834710743801653,SINGLE_FAMILY
214 Example St,Houston,TX,77000,156000,3,1.0,990,0.3114784205693297,SINGLE_FAMILY
215 Example St,Houston,TX,77000,161750,3,1.5,1392,0.2502295684113866,SINGLE_FAMILY
216 Example St,Houston,TX,77000,134450,2,1.0,1236,0.22982093663911846,SINGLE_FAMILY
217 Example St,Houston,TX,77000,210000,3,2.0,1436,0.19398530762167127,SINGLE_FAMILY
218 Example St,Houston,TX,77000,107000,3,1.0,1328,0.22741046831955922,SINGLE_FAMILY
219 Example St,Houston,TX,77000,311500,3,1.5,1954,0.359504132231405,SINGLE_FAMILY
220 Example St,Houston,TX,77000,167240,2,2.0,1248,0.06910009182736455,TOWNHOUSE
221 Example St,Houston,TX,77000,204900,2,2.0,1498,0.20638200183654729,SINGLE_FAMILY
222 Example St,Houston,TX,77000,200000,4,2.5,2267,0.1852157943067034,SINGLE_FAMILY
223 Example St,Houston,TX,77000,179900,3,2.5,1552,0.2634297520661157,SINGLE_FAMILY
224 Example St,Houston,TX,77000,97000,2,1.0,864,0.24104683195592286,SINGLE_FAMILY
225 Example St,Houston,TX,77000,386250,3,2.0,2392,0.3092745638200184,SINGLE_FAMILY
226 Example St,Houston,TX,77000,112000,3,2.5,1302,0.03856749311294766,TOWNHOUSE
227 Example St,Houston,TX,77000,290000,4,2.5,2520,0.22842056932966023,SINGLE_FAMILY
228 Example St,Houston,TX,77000,106000,2,1.5,987,0.04290633608815427,TOWNHOUSE
229 Example St,Houston,TX,77000,125000,3,1.0,912,0.19561524334251607,SINGLE_FAMILY
230 Example St,Houston,TX,77000,192500,2,2.0,1555,0.07304866850321395,TOWNHOUSE
231 Example St,Houston,TX,77000,148000,3,1.0,1194,0.20110192837465565,SINGLE_FAMILY
232 Example St,Houston,TX,77000,403000,4,2.5,2794,0.3475206611570248,SINGLE_FAMILY
233 Example St,Houston,TX,77000,94500,2,1.5,987,0.03856749311294766,TOWNHOUSE
234 Example St,Houston,TX,77000,128200,3,1.0,894,0.24449035812672176,SINGLE_FAMILY
235 Example St,Houston,TX,77000,216500,4,2.5,1960,0.18023415977961432,SINGLE_FAMILY
236 Example St,Houston,TX,77000,89500,2,1.5,987,0.03856749311294766,TOWNHOUSE
237 Example St,Houston,TX,77000,185500,3,2.0,1414,0.2014003673094582,SINGLE_FAMILY
238 Example St,Houston,TX,77000,194500,3,2.5,1744,0.21701101928374655,SINGLE_FAMILY
239 Example St,Houston,TX,77000,318000,3,2.0,1694,0.2761707988980716,SINGLE_FAMILY
240 Example St,Houston,TX,77000,113000,3,1.5,1487,0.20066574839302112,SINGLE_FAMILY
241 Example St,Houston,TX,77000,262500,3,2.0,1566,0.2066115702479339,SINGLE_FAMILY
242 Example St,Houston,TX,77000,110500,2,1.0,866,0.08907254361799816,SINGLE_FAMILY
243 Example St,Houston,TX,77000,79000,3,1.0,1440,0.1147842056932966,SINGLE_FAMILY
244 Example St,Houston,TX,77000,120000,3,1.5,1217,0.2470615243342516,TOWNHOUSE
245 Example St,Houston,TX,77000,205000,3,2.5,2110,0.20385674931129477,SINGLE_FAMILY
246 Example St,Houston,TX,77000,241500,3,2.0,1872,0.23875114784205692,SINGLE_FAMILY
247 Example St,Houston,TX,77000,137000,4,2.0,1928,0.20987144168962352,MULTI_FAMILY
